Agency,Agency Name,Station Name,Line,Artist First Name,Artist Last Name,Art Title,Art Date,Art Material,Art Description,Art Image Link
NYCT,New York City Transit,Dyckman Street,1,Wopo,Holup,Flight,1991,Ceramic relief on mezzanine walls,"The artist created ceramic tile reliefs that reveal the grace of birds in flight.   Wopo Holup is concerned with integrating artwork into the site and finds inspiration in nature, and says, I like to think about how people will participate with the work, how they will move by, around, through, or over it.   With this movement in mind I have made works using several sculptural elements linking areas of a site into a single concept.  I looked at the station's existing tile frieze and continued the frieze as a relief tile band.   The relief shows a flight of birds - gold when they fly through the gold band and white as they travel over the white tile of the stairwells. I thought of the birds as flying along with the people as both ascend the stairs to the train's elevated platform.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=2
NYCT,New York City Transit,191st Street,1,Raúl,Colón,Primavera,2003,Glass mosaic and faceted glass on stairway wall,"The artist visited the Washington Heights community and saw a diverse neighborhood, filled with children.  His response was a glass mosaic of a soaring couple dancing in an idyllic landscape and two faceted glass windows of children at play.  The artist says that he wanted something that would be uplifting and that he was inspired by the imagery and symbolism of early Renaissance murals, especially those of Piero della Francesca, known for their serenity and clarity.  According to artist Raúl Colón, The couple represented dancing is ethnically diverse....",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=3
NYCT,New York City Transit,137th Street-City College,1,Steve,Wood,Fossils,1988,Bronze relief on platform walls,"Steve Wood's artwork consists of 160 eight-by-eight-inch bronze relief tiles (80 on the uptown platform and 80 on the downtown side) that have been placed within the platform walls of the station.  The tiles portray the fossilized remains of a variety of biological life forms.  The artist's intent was to bring to the surface, in a subterranean public space, an exploration of the nature of what is found underground, usually through excavation.  In his words, The idea behind {Fossils} is simple: the subway is underground, fossils are found in the earth...I wanted these reliefs to be 'scattered' over the walls of the northbound and southbound platforms in such a way that both children and adults would see them personally and close-up. They are meant to be looked at, touched, talked about, and remembered.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=4
NYCT,New York City Transit,116th Street-Columbia University,1,Michelle,Greene,Railrider's Throne,1991,Steel chair on downtown platform,"With this art work, an oversized and grand chair made of steel, artist Michelle Greene introduces humor into the station.  The chair's design echoes subway motifs and achieves the subway founders' design mission to make the subway a pleasant and hospitable place.   I wanted to create a whimsical environment that allows the commuter to feel special as opposed to alienated, says the artist.  I believe that art in a public space has the potential to stir people from their daily routine.  Rider comments show that the art succeeds in doing so, as transit users engage in conversation and interact with the chair while waiting on the platform.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=5
NYCT,New York City Transit,86th Street,1,Nitza,Tufiño,Westside Views,1989,Ceramic tile on platform walls,"{Westside Views} began when the local Community Board recommended that developer amenity funds be used for a youth project to benefit the community.   The result was a collaboration between Nitza Tufiño and 17 young people, most of whom were part of Grosvenor Neighborhood House's school equivalency and educational program. The team went into area streets to photograph important historic sites and interviewed members of the community, ultimately creating 40 ceramic tiles based on their work.  The murals are permanently installed as a testament to the success of the project.  Speaking of her work, Tufiño says: As an artist, if I take my brushes and my skills and I invest in the lives of young people, then others can see what is possible...  I believe human beings can do anything, if we find something that would positively influence them.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=7
NYCT,New York City Transit,Prospect Avenue,"2,5",Marina,Tsersarskaya,Bronx. Four Seasons.,2008,Faceted glass in platform windscreens and window niches,"{Bronx. Four Seasons} is a series of faceted glass compositions illustrating the four seasons with views of the Bronx from the Prospect Avenue station.  The works by artist Marina Tsersarskaya feature the intricate and delicate design of the historic railings found in the station and depict an urban landscape of buildings, trees, and flowers, filtering the bright sunlight through the windows to create a transformed station environment that combines the city and nature into a single artistic vision.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=17
NYCT,New York City Transit,66th Street-Lincoln Center,1,Nancy,Spero,"Artemis, Acrobats, Divas and Dancers",2001,Glass and ceramic mosaic on platform walls,"This series of 22 brilliantly colored glass mosaic panels lines the walls of the station and bows to Lincoln Center's opera, ballet, and classical music halls - and the vibrant, artistic character of the Upper West Side neighborhood.  Spero conveys this through the use of iconic images of women both real and mythical, from such varied sources as archaeology, architecture, mythology and the contemporary world. *In {Artemis, Acrobats, Divas, and Dancers}, the central icon of opera, the Diva, is repeated in various forms that lead and follow riders through the station, giving the illusion of movement and change.  Elsewhere, Spero represents scenes from the subway and the city outside, the architectural backgrounds enlivened by musicians performing and athletes running, signaling you are in a creative and energetic place, the Upper West Side of Manhattan.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=1&artist=1&station=9
NYCT,New York City Transit,Bronx Park East,"2,5",Candida,Alvarez,B is for Birds in the Bronx,2006,Faceted glass in platform windscreens,"{B is for Birds in the Bronx}, a series of faceted glass windscreen panels, was inspired by the birds that populate the Bronx.  While they may often not be noticed, birds are present in our urban environment, filling the air with song and the sky with flight.  The artist makes the birds prominent through scale and composition, placing them in the foreground but almost treating them as negative space.  As the artist explains, I wanted to subvert them by making them white, and make them invisible, large and regal.  The birds in their emptiness give attention to their transparency and how they hold a space for the trees, the bushes, the snow, the branches, the wind, the sky, and the leaves to exist, like a still-life painting...where the space outside of the object, really creates the form of the object... .",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=10
NYCT,New York City Transit,West Farms Square-East Tremont Avenue,"2,5",Naomi,Campbell,Animal Tracks,2004,Faceted glass in platform windscreens,"Naomi Campbell's facated glass windscreen panels feature animals in a variety of postures and settings.  The viewer notices complex compositions with layers of color and texture that place the animals in a lush settings.  The location of the work at the West Farms Square-East Tremont Avenue station is not coincidental; nearby is the world-famous Bronx Zoo.  The artist says that she considers {Animal Tracks} to be an integration of her past involvement in animal sciences with her art and a step toward the unity and community feeling paramount to our steps in the future.  {Animal Tracks} serves as an introduction to the zoo to visitors just arriving at the station, and a reminder of the trip to those heading home.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=12
NYCT,New York City Transit,174th Street,"2,5",Daniel,Del Valle,A Trip Up the Bronx River,2004,Faceted glass in platform windscreens and window niches,"{A Trip Up the Bronx River} consists of ten faceted glass panels that depict a small group canoeing upstream and visiting such famous sites as the Bronx Zoo and the Botanical Garden.  En route, they pass  various neighborhoods, filled with color, pattern, and activity.  The artist also presents typical activities in which the community participates, such as a street festival, mask-making, and the planting of new trees.  Representations of flowers can be found in the station window niches, simple reflections of nature that surrounds us, says the artist, Daniel Del Valle.  Even though not everyone can take this magical trip up the river to view these sites, the 2 and 5 trains can provide people easy access to travel to these locations.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=13
NYCT,New York City Transit,Freeman Street,"2,5",Daniel,Hauben,The El,2007,Faceted glass in platform windscreens,"The elevated train stations located in the Bronx inspired {The El}. Artist Daniel Hauben a Bronx resident, has always been drawn to and inspired by the sense of scale provided by these immense structures when contrasted with their neighborhood settings, and his scenes, translated into faceted glass mosaics, depict the unique character of the Bronx through composition, pattern, light, darkness, and movement through the canvas. Hauben commented, that as one looks down a long street topped by the receding concentric pattern of the elevated structure, one has a feeling of both great depth and the sprawling vastness of the city.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=14
NYCT,New York City Transit,Simpson Street,"2,5",Lisa,Amowitz,Urban Renewal,2008,Faceted glass in platform windscreens and window niches,"{Urban Renewal} by Lisa Amowitz expresses the notion that structures, although built to last, are fragile entities, while flowers represent the eternal through renewal, rebirth, and rebuilding. For the artist, flowers help us embrace the beautiful mystery of life pulsing through every person in every building of the city. Flowers can be destroyed and still grow back to bloom another season. *This series of faceted glass panels depicts fallen buildings comforted by blooming flowers to signify New York's resilient spirit. It also represents the Bronx, continuously renewing itself and blooming with vibrancy in expected and unexpected places.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=15
NYCT,New York City Transit,Intervale Avenue,"2,5",Michael Kelly,Williams,El 2 and El 5,1992,Glass mosaic on mezzanine walls,"Michael Kelly Williams' mosaics, {The El 2 and The El 5} draw their imagery from the experience of the elevated train - the movement, the sound, and the sense of time, and the visual cityscape and lights.  {El 2}, the artist says, features a snake motif, seen in the track patterns, as well as symbols representing elevated structures and the signal lights in the subway.  {El 5} suggests the movement of elevated trains throughout the city.  Light is a major theme of the piece, especially the burst of light that envelops a subway train when it leaves an underground tunnel and becomes elevated. African and Native American influences are integral to the work, as are arch shapes suggested by tunnels and 'els.'  Charged with energy, color, and music, reflecting myth and dance, these fulfill my wish to continue the tradition of mosaics in New York City's subway system.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=16
NYCT,New York City Transit,Jackson Avenue,"2,5",George,Crespo,Latin American Stories,2009,Faceted glass in platform windscreens and window niches,"{Latin American Stories} at Jackson Avenue station in the Bronx turns the station into a land of fairytales from Latin American myth and folklore. *Installed in four windscreens and two sets of window niches on the north and south platforms, the faceted glass artwork is composed of six stories from different regions of Latin America. Colorful imagery on the southbound platform celebrates myths of rain, wind, and fire, including the Mayan myth How Frogs Brought Rain to Mexico, the Andean legend of the Condor King, and the Brazilian myth of How Fire Came to the Rain Forest. *On the northbound platform, images tell tales about love and creation, including The King That Tried to Touch the Moon from the Lesser Antilles, the story of The Beginning of the Sea from the Greater Antilles, and a Latin American version of Cinderella. *Through the fluid rendering of the storylines in each panel, {Latin American Stories} is a picture book that reminds the diverse local community of these ancient stories and entices daily commuters to discover the universal beauty shared by every culture.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=18
NYCT,New York City Transit,3rd Avenue-149th Street,"2,5",José,Ortega,"Una Raza, Un Mundo, Universo (One Race, One World, One Universe)",1996,Ceramic mosaic on platform walls,"Jose Ortega created a series of mosaic panels  inspired by the busy circle of streets above the 149th Street station, referred to locally as the Hub.  Ortega uses circular forms to invoke universal themes and creates recognizable imagery within an organic and abstract web of patterns.  The circle is a powerful symbol, he says. It connotes infinity, implies wholeness.  It has no beginning and no end.  His brightly colored murals focus on three circular images: the sun as the provider of energy and the center of our universe, the earth as the sustainer of our humanly developed and natural worlds, and the face as the translator, both receptor and interpreter of the human and natural worlds.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=19
NYCT,New York City Transit,Nereid Avenue 238th Street,"2,5",Noel,Copeland,Leaf of Life,2006,Faceted glass in platform windscreens,"Noel Copeland's artwork celebrates the abundance of flora and fauna in the Bronx. {Leaf of Life} honors the parks and gardens within the area, such as the Bronx Botanical Garden, the famous Bissel Gardens, local community gardens and the Bronx Zoo.  Recreating the organic forms and structure found in nature, the artist transforms the station with radiant faceted glass panels located on the station platforms.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=2
NYCT,New York City Transit,135th Street,"2,3",Willie,Birch,Harlem Timeline,1995,Glass mosaic on platform walls,"{Harlem Timeline} serves as a tribute to Harlem luminaries.  In this expansive mosaic mural, they are seen mingling with neighborhood residents.  On the downtown platform, we see Reverend Adam Clayton Powell Jr., Langston Hughes, Joe Louis, and Charlie Parker in action.  The blues - both the musical form and the color - are represented on the uptown side, with Billie Holiday, bathed in indigo.  Elsewhere, Malcolm X, Marcus Garvey, Paul Robeson, John Coltrane, and Thelonious Monk express themselves, rejoining the community where the Harlem Renaissance all began.  Some of the visual references that Birch weaves into the work are African-American quilts, textile designs of Mexico and Africa, and visionary folk art.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=20
NYCT,New York City Transit,125th Street,"2,3",Faith,Ringgold,Flying Home: Harlem Heroes and Heroines (Downtown and Uptown),1996,Glass mosaic on platform walls,"{Flying Home} is a mosaic mural that honors Harlem notables and makes them fly.  The mural on one platform depicts performers, painters, and sports figures like Dinah Washington, Sugar Ray Robinson, and Josephine Baker.  The opposite platform shows leaders like Malcolm X and writer Zora Neale Hurston, brought to life in mosaics that recall the cultural zenith of Harlem.  The title is based on a Lionel Hampton song which Faith Ringgold heard as a child.  The artist sought  to capture its spirit in this work, which she expressed by posing the figures as if they were in flight.  I love every one of these people, Ringgold says, I wanted to share those memories, to give the community - and others just passing through - a glimpse of all the wonderful people who were part of Harlem.  I wanted them to realize what Harlem has produced and inspired.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=21
NYCT,New York City Transit,116th Street,"2,3",Vincent,Smith,"Minton's Playhouse (uptown), The Movers and Shakers (downtown)",1999,Glass mosaic on platform walls,"Vincent Smith's mosaic artwork showcases the nightlife, culture, and personalities from Harlem's heyday.  {The Movers and Shakers} portrays sixteen Harlem visionaries in front of the important places in their careers:  Edward Duke Ellington and Bill Bojangles Robinson at the Apollo Theater, Langston Hughes before the National Black Theater; and Zora Neale Hurston and Alvin Ailey at the Studio Museum. Nearby, Paul Robeson, Marcus Garvey and a young Thurgood Marshall appear.  On the opposite wall, jazz pioneers are rendered as composite figures inspired by Smith's recollections of those who created the new sound.    His musicians energetically play their music against a background of yellows, blues, and greens that hint at Africa and the Caribbean, inspiration for the rhythms and music that is jazz. The title, {Minton's Playhouse} refers to a popular jazz club Smith frequented.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=22
NYCT,New York City Transit,Central Park North (110th Street),"2,3",Maren,Hassinger,Message from Malcolm,1998,Glass mosaic on stairway walls and platform,"The artwork created for the station honors Malcolm X and consists of quotations within mosaic panels that line the stairway walls at the entrance and an upright wall on the station platform.  Speaking of her work, Maren Hassinger said, Basically, I wanted to make something that behaved very physically with the site while also honoring the memory of Malcolm X...  Among the quotations are {I believe in a society in which people can live like human beings on the basis of equality}, and {Nobody's going to straighten out Harlem but us.}   The upright wall within the station contains images/symbols of prowess on one side and Malcolm's words on the reverse side, the artist said. Here the idea of power, leadership, and spiritual support are linked.  Malcolm X believed that we as African Americans have the power to determine our destinies.  This station is a reminder of that truth.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=23
NYCT,New York City Transit,Wall Street,"2,3",Harry,Roseman,Subway Wall,1990,"Bronze relief on wall in passageway to 60 Wall Street, sponsored by JP Morgan","Artist Harry Roseman created a bronze wall relief for the station that respects and highlights the underlying geology of the area while providing an experience for unsuspecting commuters.  As he described his work, [This site] is underground, in the 'earth', under an urban setting...  Rocks are interspersed among tiles. The rocks in this situation could actually have been a part of the excavation process for the subway tunnel ... [and they] thus become a symbol for the process of building the tunnel and for being underground... The path and stairs as well as the tiles ... intermingle nature with the man-made. The built aspect of the stairs also alludes to the built environment, the city. The landscape could be the kind of place that was here before this was an urban center ...  The curve [of the tunnel] ... was also the perfect opportunity to twist the perspective of the staircase to reiterate the curve and suggest the going from one type of environment to another.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=32
NYCT,New York City Transit,Clark Street,"2,3",Ray,Ring,Clark Street Passage,1987,Terrazzo floor in lower passageway,"{Clark Street Passage} is an intriguing artwork within the floor of the station that uses three geometric shapes - circles, squares, and triangles against a black background.  When transit customers walk down the passage they are exposed to all the configurations that can be made from these basic elements, which create a flowing sense of movement.  The study of constantly shifting geometric patterns is derived from artist Ray Ring's earlier work which was heavily influenced by early geometric abstract art from the early 20th century.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=33
NYCT,New York City Transit,Nevins Street,"2,3,4,5",Anton,van Dalen,Work & Nature,1997,Porcelain enamel frieze on mezzanine walls,"{Work & Nature} was inspired by the artist's interest in the Nevins Street station and its aesthetic history.  The artwork consists of porcelain enamel steel plates that use the same soft blue, green, and ochre tones as in the original mosaics, which are detailed with stenciled silhouettes printed in black - a woman operates a sewing machine, an architect reads a blueprint, a mother looks after a child, a man plants a tree, famed blues singer Furry Lewis plays the guitar, and a woman addresses a meeting.  The historic  mosaic patterns that ran along the station's walls were water damaged and on the brink of permanent loss.  Moved by the mosaics' plight, Anton van Dalen decided to preserve the station's olden elegance and grand beauty and, at the same time, to create a tribute to the people who use the station.  For the artist, these figures symbolize the pride, dignity, and beauty surrounding all work.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=34
NYCT,New York City Transit,Grand Army Plaza,"2,3",Jane,Greengold,Wings for the IRT: The Irresistible Romance of Travel,1995,Bronze and terra cotta plaques on mezzanine walls,"The bronze and terra cotta art for this station references the triumphal Soldiers and Sailors Memorial Arch located above the Grand Army Plaza subway station,  which celebrates the Union army's victory in the Civil War.  Located opposite Brooklyn's Prospect Park, it is topped by a dramatic tableau of two Winged Victories, the ancient symbol of triumph, and four rearing horses leading a chariot carrying the figures of Columbia.  The arch is reflected Jane Greengold's {Wings for the IRT: The Irresistible Romance of Travel}.  Terra cotta bas relief mosaics of a Winged Victory appear at the base of each of the station's entrance staircases; three bronze Winged Victory plaques and a large terra cotta bas relief mosaic of two Victories leading a subway car also adorn the station.  Appropriately, the relief also alludes to the history of the subway system; the first logo for the Interboro Rapid Transit (IRT) was {Flying Wheels}, a subway car with wings, and the artwork's title includes the initials of the IRT.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=36
NYCT,New York City Transit,Eastern Parkway-Brooklyn Museum,"2,3",Jane,Arts for Transit Collaborative,New York City Architectural Artifacts from the Collection of the Brooklyn Museum,2004,Terra cotta artifacts and glass mosaic on mezzanine and stairway walls,"The Brooklyn Museum has long served as a repository for ornamental architectural forms salvaged from significant buildings that were being demolished.  Seventy-eight of these artifacts are installed in the Eastern Parkway/Brooklyn Museum subway station, enriching the environment and creating an introduction to the museum above.  Among these are plaques, lunettes, keystones, and other decorative elements that represent the city's architectural heritage.  The project is a successful example of institutional collaboration.  The Brooklyn Museum, working with MTA Arts for Transit and Vel Riberto Consulting, selected the artifacts and donated them to the project.  New mosaic designs were added, to frame the objects and to make connections with the architecture of the station.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=37
NYCT,New York City Transit,Church Avenue,"2,5",Louis,Delsarte,Transitions,2001,Glass mosaic on platform walls,"The series of glass mosaics, created by artist Louis Delsarte, reflect the color, energy, and daily life in the Flatbush section of Brooklyn where the station is located.  Home to many residents of Caribbean descent, the West Indian-American Day Parade is prominently featured alongside other neighborhood sights and scenes. This neighborhood has had many different groups moving in and out over the years.  Now it's predominately Caribbean, and I wanted to freeze a moment in its history, says the artist.  In the section called {Avenue of Churches} Sunday morning rituals are observed while in {The Neighborhood}, children are shown happily jumping rope on the area's sidewalks.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=39
NYCT,New York City Transit,225th Street,"2,5",Nicky,Enright,Universal City,2006,Faceted glass in platform windscreens,"In his portrayal of cityscapes with vast colorful skies full of energy and motion, Nicky Enright's faceted glass windows are a tribute to New York.  The artist created dramatic views with oversize skies, minimizing the size of buildings and city.  He plays on space and direction to create fragmented views, contracting the angles of the subway.  The scene shows a calm city under heavens filled with constellations, shooting stars, planets, moons and vibrant sunsets.  Through the artwork, Enright encourages commuters to contemplate, if only for a moment, the mystery and excitement of the city and its place in the universe.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=4
NYCT,New York City Transit,Brooklyn College-Flatbush Avenue,"2,5",Muriel,Castanis,Flatbush Floogies,1996,Bronze reliefs in entrance and on platform walls,"The ethereal {Flatbush Floogies}' forms in bronze reliefs are sprites or nymphs who frolic on plaques in the station's entry and on the train platform, accompanied by legends that describe the history of the neighborhood, from the native Canarsie tribe to pirate Captain Kidd to the Brooklyn Dodgers.  In the work, artist Muriel Castanis depicts absence by shaping flowing robes around bodies that are no longer there.  The haunting result suggests their loss.  To create her floating, hooded figures, Castanis drapes epoxy-saturated fabric, working it until satisfied with the shape, and letting it set until it hardens.  Then she casts the pieces in bronze for permanence.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=40
NYCT,New York City Transit,219th Street,"2,5",Joseph,D'Alesandro,Homage,2006,Faceted glass in platform windscreens,"In Joseph D'Alesandro's faceted glass artwork, silhouettes of people are expressively rendered to communicate a variety of emotions and feelings.  The shapes of figures are created in colors that convey culture, nationality, ethnicity and individuality.  {Homage} contains geometric shapes that form the background of the work, distinguishing the foreground from the background.  The artist strives to communicate mood and feeling within a down-to-earth composition that uses vivid colors to portray the vibrant people it honors.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=5
NYCT,New York City Transit,Gun Hill Road,"2,5",Andrea,Arroyo,"My Sun (Mi Sol), My Planet (Mi Planeta) and My City (Mi Ciudad",2006,Faceted glass in platform windscreens,"In her series, Andrea Arroyo creates colorful figures in faceted glass to portray her theme of sun, planet, and city.  The glassworks bring lively color to the station, providing visual interest and a place for the commuter to concentrate on positive thoughts and energy.  Inspired by life in the city, the artist wanted to convey humanity, community, and harmony through her artwork.  As she explains, In my work I celebrate nature and humanity, while examining the notions of gender, race and identity.  My interest in the human form derives from my background in dance.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=6
NYCT,New York City Transit,Burke Avenue,"2,5",Béatrice,Coron,Bronx Literature,2006,Faceted glass in platform windscreens,"In {Bronx Literature}, Béatrice Coron celebrates the rich literary heritage of the area, and common activity for subway riders.  The Bronx has been the home and inspiration of numerous writers as diverse as Edgar Allan Poe, Mark Twain, Sholem Aleichem, Allen Ginsberg, Chaim Potok, and Cynthia Ozick..  In particular, in {Bronx Literature} Coron portrays four great writers' works including Edgar Allan Poe's {Ulalume and other poems}; Sholem Aleichem's {Mottel, the Cantor's Son}; James Baldwin's {The Fire Next Time}; and Nicholasa Mohr's {El Bronx Remembered}.  The artist explains, These authors tell the story of the borough from colonial times to suburban and contemporary community developments.  Their works help us travel through time into different social classes and communities, making each of us an insider.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=7
NYCT,New York City Transit,Allerton Avenue,"2,5",Michele,Brody,Allerton Mandalas,2006,Faceted glass in platform windscreens,"The abstract patterns seen in Michele Brody's faceted glass art are based on subway lines that run from the Bronx through Manhattan to Brooklyn, as represented graphically on the MTA subway map.  In the first stage of the work, Brody extracted the red and green lines and transformed them through a process of extrapolating, twisting, turning, and layering them.  The final product, in faceted-glass, captivates the viewer's attention with interlocking streams of colors.  Fabricated into 20 panels and placed on the subway platform for viewing from inside as well as outside the station, the work is full of movement that reflects the motion of a subway train.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=8
NYCT,New York City Transit,Pelham Parkway,2,Tomie,Arai,Back to the Garden,2007,Faceted glass in Platform windscreen,"Tomie Arai's {Back to the Garden} consists of 24 faceted glass windows at Pelham Parkway in the Bronx.  The work contains seasonal floral imagery-spring blossoms, summertime wallflowers, and autumn foliage.  The species shown are common to the area of Pelham Parkway, which links Pelham Bay Park with the Bronx Zoo, and New York Botanical Garden.  Highlighting the historic nature of the station and the community, Arai insets historic black and white photographs into her colorful images.  The photos have been screened and fired onto the glass surface.  Taken from archival photographs, they span the period from 1899 to 1969 and capture views of the surrounding streets and buildings.  The artwork's title refers to lyrics in a Joni Mitchell song about returning to the simple life, the life back in the garden.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=2&artist=1&station=9
NYCT,New York City Transit,Flushing-Main Street,"7,7",Ik-Joong,Kang,Happy World,1999,Ceramic tiles on mezzanine wall,"Ik-Joong Kang's work expresses and celebrates Flushing, Queens, which is among the city's most ethnically diverse communities and home to a burgeoning Chinatown.  Composed of over 2,000 unique ceramic tiles, the mural shows community events, city views, family gatherings, people at work, and children at play.  {Happy World} began when I was riding the subway every day.  I was fascinated by the different people and things I saw, so I took small canvases with me and began to create the images that became the work.  I hope these symbols... will make the tens of thousands of people who ride the 7 train every day talk about what they see and share their impressions.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=7&artist=1&station=1
NYCT,New York City Transit,Crown Heights-Utica Avenue,"3,4",Hugo,Consuegra,Good Morning and Good Night,2004,"Ceramic tiles on platform walls, bronze medallions in gates","Hugo Consuegra was already serving as the architect for the Crown Heights - Utica Avenue subway station when his responsibilities were expanded to include the addition of artwork.  The art includes a series of ceramic tile panels on the platform walls and bronze medallions that revolve around the theme of sun and moon.  His {Good Morning and Good Night} mirror the pedestrian flow of riders going to and from their homes each day.  {Good Morning} is on the inbound side of the station, which fills in the morning hours and features images of the sun rising, while {Good Night} welcomes travelers home as the evening arrives with scenes of the moon high above the night sky.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=3&artist=1&station=20
NYCT,New York City Transit,Woodlawn Avenue,4,Josie Gonzalez,Albright,Children at Play,2005,Faceted glass in mezzanine windows,"{Children at Play}, a series of faceted glass panels, is a study of silhouetted figures moving through space, in various poses and movements - pausing, spinning, crouching, sliding, and running.  Artist Josie Gonzalez Albright chose a palette of jewel tones for the children to take advantage of the luminous quality of the glass.   Speaking of the work she says, The scale of the children - to each other and the space that they're in - fills the frame with flowing colors that swirl around them.  The effect is that they 'move through the colors' of their environment. Warm shadows are created from the placement of glass crystals that are fused over the glass, which gives...a bubbly, raised texture.  Lots of clear glass allows for light from adjacent colored glass pieces to spill over and create new color combinations throughout the day.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=4&artist=1&station=1
NYCT,New York City Transit,170th Street,4,Dina,Bursztyn,Views from Above,2006,Faceted glass in platform windscreens and mezzanine windows,"Dina Bursztyn's series of faceted glass windscreens and windows uses the unique vantage point offered from the elevated city's trains and platforms.  Bursztyn became especially well acquainted with the el in the Bronx while riding it for many years.  Explaining the inspiration for the work, Bursztyn says that the birds and trees told her stories.  She viewed tiny gardens of lushness and dreamed of the exotic animals living in the zoo nearby.  In the evening, sunsets filled the sky with a kaleidoscope of color.  The train rides almost felt like riding through the clouds.  The artist strove to bring new meaning to familiar locations by sharing these visions.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=4&artist=1&station=10
NYCT,New York City Transit,167th Street,4,Carol,Sun,A Bronx Reflection,2007,Faceted glass in passageway windscreens,"Home is where the heart lives, a quote by artist Carol Sun's brother, captures one of the themes of {A Bronx Reflection.}  Through colorful faceted glass windows along the east walkway of the station, Ms. Sun portrays a metaphorical reflection of the Bronx, capturing an illustrated timeline of the past, present, and future.   She includes various outdoor scenes, along with images of pleasant experiences of home and community life.  Capturing scenes of school buses, basketball games, and wildlife, Carol Sun reflects upon fond childhood memories in the Bronx.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=4&artist=1&station=11
NYCT,New York City Transit,125th Street,"4,5,6",Houston,Conwill,The Open Secret,1986,Bronze reliefs on mezzanine walls,"{The {Open Secret}, a series of bronze reliefs mounted on the mezzanine level, was the first Arts for Transit commissioned work in the subway, and it presents many of artist Houston Conwill's longstanding thematic concerns: community, history, and the creation of sacred spaces as each relates to the African American experience and quest for equality. {The Open Secret} holds mysteries, and viewers can look inside at the objects within.  Two triangular sections serve as a time capsule of life in Harlem in the 1980s.  The exploration might be of a place or into our own minds where we find eternal secrets that are saved and put in the time capsules for our children and their children, Conwill says.",http://web.mta.info/mta/aft/permanentart/permart.html?agency=nyct&line=4&artist=1&station=13
