Accession,Artwork Title,Artist_Lastname,Artist_FirstName,Medium,Artwork Year,Dimension,BLDGID,School Name,Borough
"21,075",IMMIGRATION,WINTER,LUMEN,"MOSAIC, GLASS",01/01/1963 12:00:00 AM,,M020,P.S. 20 - MANHATTAN,MANHATTAN
"21,076",UNTITLED,CAVALLARO,VINCENT,"ALUMINUM, PAINTED, ENAMEL",01/01/1975 12:00:00 AM,,M142,P.S. 142 - MANHATTAN,MANHATTAN
"21,077","""SPINNING AND WEAVING""",ANONYMOUS,,STAINED GLASS,,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,078",FAR EAST COSTUME,ANONYMOUS,,"STAINED GLASS, PAINTED",,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,079","""INDUSTRIAL CHRONOLOGY IN TEXTILE...",LOEW,MICHAEL,OIL ON CANVAS,01/01/1935 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,082",EVOLUTION OF COSTUME THROUGH THE AGES,BREIDVIK,MONS,FRESCO SECCO,01/01/1936 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,083","""THE USE OF ELECTRICITY, CHEMISTRY, DESIGN AND RAW MATERIALS...",AALTEN,JACQUES VAN,FRESCO SECCO,01/01/1939 12:00:00 AM,,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,MANHATTAN
"21,085",TIMELESS SPIRIT,MOY,SEONG,CERAMIC,01/01/1984 12:00:00 AM,,M131,I.S. 131 - MANHATTAN,MANHATTAN
"21,086",GREAT HARMONY (TA TUNG),POLYMENAKOS,PETER,"PHOTOGRAPH, B+W",,SEE NOTES,M131,I.S. 131 - MANHATTAN,MANHATTAN
"21,086",GREAT HARMONY (TA TUNG),POLYMENAKOS,PETER,PHOTO MURAL,,SEE NOTES,M131,I.S. 131 - MANHATTAN,MANHATTAN
"21,087",TEACHER AND STUDENT,TOBIAS,ABRAHAM,MOSAIC,01/01/1960 12:00:00 AM,,M134,P.S. 134 - MANHATTAN,MANHATTAN
"21,087",TEACHER AND STUDENT,TOBIAS,ABRAHAM,TERRAZZO,01/01/1960 12:00:00 AM,,M134,P.S. 134 - MANHATTAN,MANHATTAN
"21,089",WOMANHOOD,STODDARD,FREDRICK,OIL ON CANVAS,01/01/1908 12:00:00 AM,,M661,MNHT COMP NIGHT&DAY (OL BACN X)-M,MANHATTAN
"21,091",NEW YORK OLD AND NEW,MOLDOVAN,SACHA,OIL ON CANVAS,01/01/1936 12:00:00 AM,,K164,P.S. 164 - BROOKLYN,BROOKLYN
"21,092","""BUFFALO HUNT""",HODES,SUE,OIL ON MASONITE,01/01/1955 12:00:00 AM,,K405,MIDWOOD HS - K,BROOKLYN
"21,094","""UNTITLED""",HARING,KEITH,TO BE DETERMINED,01/01/1976 12:00:00 AM,,M097,BARD COLLEGE HS (OLD M097) - M,MANHATTAN
"21,096",GREENWICH VILLAGE AND ITS CULTURAL ACTIVITIES,WINTER,LUMEN,CERAMIC,01/01/1958 12:00:00 AM,,M041,P.S. 41 - MANHATTAN,MANHATTAN
"21,097",UNTITLED,BEVINGTON,MARIETTE,FRESCO SECCO,01/01/1975 12:00:00 AM,,M520,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN
"21,097",UNTITLED,BEVINGTON,MARIETTE,STONE,01/01/1975 12:00:00 AM,,M520,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN
"21,097",UNTITLED,BEVINGTON,MARIETTE,MARBLE,01/01/1975 12:00:00 AM,,M520,MURRY BERGTRAUM HS (ECF) - M,MANHATTAN
"21,098","""ABSTRACTION""",FOGEL,SEYMOUR,MOSAIC,01/01/1977 12:00:00 AM,,M535,PARK WEST HS (ECF) - MANHATTAN,MANHATTAN
"21,099",EARLY NEWSPAPER PRINTING,TREADWELL,HELEN,MOSAIC,01/01/1958 12:00:00 AM,,M111,P.S. 111 - MANHATTAN,MANHATTAN
"21,201",CUM ROBUSTO PERFECTUS,TIFFANY,LOUIS,STAINED GLASS,,,K458,BOYS HS (OLD) - K,BROOKLYN
"21,202",MAN IN SPACE,CAVALLARO,VINCENT,"MOSAIC, GLASS",01/01/1965 12:00:00 AM,,M009,P.S. 9 - MANHATTAN,MANHATTAN
"21,214",EDUCATION,COX,ALLYN,"MOSAIC, GLASS",01/01/1961 12:00:00 AM,,M155,P.S. 155 - MANHATTAN,MANHATTAN
"21,215","SCIENCE, MUSIC, ART, AND LITERATURE",WINTER,LUMEN,"MOSAIC, GLASS",01/01/1964 12:00:00 AM,,M096,P.S. 96 - MANHATTAN,MANHATTAN
"21,215","SCIENCE, MUSIC, ART, AND LITERATURE",WINTER,LUMEN,"MOSAIC, STONE",01/01/1964 12:00:00 AM,,M096,P.S. 96 - MANHATTAN,MANHATTAN
"21,219","MUSIC RHYTHMS, ELEMENTS OF EDUCATION",LUBIN,JACK,"MOSAIC, GLASS",01/01/1969 12:00:00 AM,,M112,P.S. 112 (TANDEM M206) - MANHATTAN,MANHATTAN
"21,220",ANIMAL AND VEGETABLE KINGDOM (4 PANELS),LUBIN,JACK,"MOSAIC, GLASS",01/01/1969 12:00:00 AM,,M112,P.S. 112 (TANDEM M206) - MANHATTAN,MANHATTAN
"21,221","""ABSTRACT""",STEFANELLI,JOE,CERAMIC,01/01/1985 12:00:00 AM,,R075,I.S. 75 - STATEN ISLAND,STATEN ISLAND
"21,222","ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..",LUBIN,JACK,"MOSAIC, GLASS",01/01/1967 12:00:00 AM,,M207,P.S. 207 (TANDEM M149) - MANHATTAN,MANHATTAN
"21,223",INTRODUCTION TO EDUCATION,LUBIN,JACK,"MOSAIC, GLASS",01/01/1965 12:00:00 AM,,M076,P.S. 76 - MANHATTAN,MANHATTAN
"21,225",YOUTH ACTIVITIES,POLONY,ELEMER,"MOSAIC, MARBLE",01/01/1962 12:00:00 AM,"22'- 4"" X 7'- 6.5""",M079,P.S. 79 (MULT. HANDICAP) - M,MANHATTAN
"21,225",YOUTH ACTIVITIES,POLONY,ELEMER,"MOSAIC, CERAMIC",01/01/1962 12:00:00 AM,"22'- 4"" X 7'- 6.5""",M079,P.S. 79 (MULT. HANDICAP) - M,MANHATTAN
"21,226",THE WORLD OF SPACE,POLONY,ELEMER,"MOSAIC, GLASS",01/01/1967 12:00:00 AM,"7' - 8"" X 18' -7""",M208,P.S. 208 (TANDEM M185) - MANHATTAN,MANHATTAN
"21,227","CHILDREN AT PLAY, STUDY",STEWART,JACK,"MOSAIC, GLASS",09/01/1958 12:00:00 AM,,M028,P.S. 28 - MANHATTAN,MANHATTAN
"21,228",ABSTRACTION,NICKELSEN,JOHN,STAINED GLASS,01/01/1959 12:00:00 AM,,M123,P.S. 123 - MANHATTAN,MANHATTAN
"21,229",WONDROUS WINDOWS,ROSENBAUM,DANIEL,STAINED GLASS,01/01/1991 12:00:00 AM,,Q165,P.S. 165 - QUEENS,QUEENS
"21,229",WONDROUS WINDOWS,ROSENBAUM,DANIEL,PLEXIGLASS,01/01/1991 12:00:00 AM,,Q165,P.S. 165 - QUEENS,QUEENS
"21,230",CENTRAL PARK AS A REFUGE,SPIVAK,MAX,"MOSAIC, GLASS",01/01/1962 12:00:00 AM,,M084,P.S. 84 - MANHATTAN,MANHATTAN
"21,230",CENTRAL PARK AS A REFUGE,SPIVAK,MAX,"MOSAIC, MARBLE",01/01/1962 12:00:00 AM,,M084,P.S. 84 - MANHATTAN,MANHATTAN
"21,378",PS 4 ONSTAGE,BILLOPS,CAMILLE,CERAMIC TILE,01/01/1995 12:00:00 AM,"73"" X 40 1/2""",M004,P.S. 4 - MANHATTAN,MANHATTAN
"21,379",GOOD MORNING IN NEW YORK,BILLOPS,CAMILLE,CERAMIC TILE,01/01/1996 12:00:00 AM,"24"" X48""",M004,P.S. 4 - MANHATTAN,MANHATTAN
"21,233","""NURSERY TALES""",WOOLF,EDITH,OIL ON CANVAS,01/01/1927 12:00:00 AM,,Q070,P.S. 70 - QUEENS,QUEENS
"21,234","""AMERICA IN THE MAKING""",WOOLF,EDITH,OIL ON CANVAS,01/01/1925 12:00:00 AM,,Q070,P.S. 70 - QUEENS,QUEENS
"21,235",SEA AND BIRD LIFE,SPIVAK,MAX,MOSAIC,01/01/1960 12:00:00 AM,,R048,P.S. 48 - STATEN ISLAND,STATEN ISLAND
"21,236","""ABSTRACT FORMS IN SPACE""",POLONY,ELEMER,MARBLE,01/01/1978 12:00:00 AM,,R722,P.S. 722 (OTC) - STATEN ISLAND,STATEN ISLAND
"21,239","ON THE GREEN, NIEUW AMSTERDAM",STONEHILL,GEORGE,OIL ON CANVAS,01/01/1942 12:00:00 AM,,M460,WASHINGTON IRVING HS - MANHATTAN,MANHATTAN
"21,241","""EDUCATION""",ANONYMOUS,,STAINED GLASS,,,M460,WASHINGTON IRVING HS - MANHATTAN,MANHATTAN
"21,242","""LIGHT AND COLOR SPECTRUM""",WINTER,LUMEN,"MOSAIC, GLASS",01/01/1974 12:00:00 AM,,R060,P.S. 60 - STATEN ISLAND,STATEN ISLAND
"21,242","""LIGHT AND COLOR SPECTRUM""",WINTER,LUMEN,MARBLE,01/01/1974 12:00:00 AM,,R060,P.S. 60 - STATEN ISLAND,STATEN ISLAND
"21,243","""WASHINGTON THE SOLDIER"" AND ""OUR FRENCH ALLIES"".",PEIXOTTO,ERNEST,OIL ON CANVAS,01/01/1933 12:00:00 AM,,R445,PORT RICHMOND HS - S. I.,STATEN ISLAND
"21,245","""WASHINGTON AND HIS FRIENDS AT MOUNT...",HEWLETT,MONROE,TO BE DETERMINED,01/01/1933 12:00:00 AM,,M465,G. WASHINGTON HS EDUC. CAMPUS - M,MANHATTAN
"21,246","""VALLEY FORGE""",KELLER,DEANE,TO BE DETERMINED,01/01/1933 12:00:00 AM,,M465,G. WASHINGTON HS EDUC. CAMPUS - M,MANHATTAN
"21,247","""SURRENDER OF YORKTOWN 1781""",JOHNSON,EASTMAN,TO BE DETERMINED,01/01/1933 12:00:00 AM,,M465,G. WASHINGTON HS EDUC. CAMPUS - M,MANHATTAN
"21,248",UNTITLED,KOZLOFF,JOYCE,"MOSAIC, GLASS",01/01/1991 12:00:00 AM,,M218,I.S. 218 - MANHATTAN,MANHATTAN
"21,249","""ABSTRACTION""",BEVILACQUA,FRANCIS,MARBLE,01/01/1970 12:00:00 AM,,R054,P.S. 54 - STATEN ISLAND,STATEN ISLAND
"21,250","""THE SUN""",WINTER,LUMEN,MARBLE,01/01/1966 12:00:00 AM,,R053,P.S. 53 - STATEN ISLAND,STATEN ISLAND
"21,250","""THE SUN""",WINTER,LUMEN,"MOSAIC, MARBLE",01/01/1966 12:00:00 AM,,R053,P.S. 53 - STATEN ISLAND,STATEN ISLAND
"21,251","""INDUSTRY AND FARMING""",HERSHMAN,EDNA,OIL ON CANVAS,01/01/1941 12:00:00 AM,,X113,I.S. 113 - BRONX,BRONX
"21,252","""THE HISTORY OF STATEN ISLAND""",RICE,PHILIP,OIL ON CANVAS,,,R001,P.S. 1 - STATEN ISLAND,STATEN ISLAND
"21,255","""UNIVERSAL DISSEMINATION OF KNOWLEDGE""",FREUND,TIBOR,"ALUMINUM, PAINTED, ENAMEL",01/01/1963 12:00:00 AM,,X111,P.S. 111 - BRONX,BRONX
"21,256",CHILDREN PLAYING,VAN VEEN,STUYVESANT,FORMICA,01/01/1958 12:00:00 AM,,X008,P.S. 8 - BRONX,BRONX
"21,257","""WISDOM GIVETH LIFE""",BOGDANOVE,ABRAHAM,OIL ON CANVAS,01/01/1925 12:00:00 AM,,K625,ROBESON HS COMP&BUS TC (A HML)-K,BROOKLYN
"21,259","""ASTRONOMY""",HOLLEMAN,DAVID,"MOSAIC, CERAMIC",01/01/1976 12:00:00 AM,,X455,HARRY S. TRUMAN HS - X,BRONX
"21,261","""CHARACTER, SCHOLARSHIP, SCIENCE, SERVICE..",LAMB STUDIOS,,STAINED GLASS,01/01/1934 12:00:00 AM,,K485,TELECOM. ARTS & TECH. - K,BROOKLYN
"21,262",ARTS AND SCIENCES,WINTER,LUMEN,OIL ON CANVAS,01/01/1958 12:00:00 AM,,X141,M.S./H.S. 141 - BRONX,BRONX
"21,264",THE LIGHT OF KNOWLEDGE,CRIMI,ALFRED,"MOSAIC, GLASS",01/01/1966 12:00:00 AM,,X131,I.S. 131 - BRONX,BRONX
"21,265","""POPULAR CHARACTERS FROM CHILDREN'S BOOKS""",TREADWELL,HELEN,"MOSAIC, GLASS",01/01/1961 12:00:00 AM,,X100,P.S. 100 - BRONX,BRONX
"21,266",THE PHYSICAL SCIENCES,BRADFORD,FRANCIS,CERAMIC TILE,01/01/1959 12:00:00 AM,,X138,P.S. 138 - BRONX,BRONX
"21,267",UNITED NATIONS,CRIMI,ALFRED,MOSAIC,01/01/1970 12:00:00 AM,,X450,ADLAI E. STEVENSON HS - X,BRONX
"21,268","THE HUMANITIES PROTECTING BIOLOGY, PHYSICS AND CHEMISTRY",REILLY,FRANK,"MOSAIC, GLASS",01/01/1959 12:00:00 AM,,X445,BRONX HS OF SCIENCE - X,BRONX
"21,270","""LIFE OF ANNE HUTCHINSON""",ORDWAY,RUTH,OIL ON CANVAS,01/01/1928 12:00:00 AM,,X078,P.S. 78 - BRONX,BRONX
"21,271",UNTITLED,BOLOTOWSKY,ILYA,MOSAIC,01/01/1941 12:00:00 AM,,X435,THEODORE ROOSEVELT HS - X,BRONX
"21,272","""ABSTRACT""",TAPLEY,WILLIAM,OIL ON WOOD,01/01/1975 12:00:00 AM,,X175,P.S. 175 - BRONX,BRONX
"21,273","""SPRING FESTIVAL""",LUBIN,JACK,"MOSAIC, GLASS",01/01/1971 12:00:00 AM,,X129,I.S. 129 (PAIRED W P234) - BRONX,BRONX
"21,274",UNTITLED,ANONYMOUS,,STAINED GLASS,01/01/1903 12:00:00 AM,,X006,P.S. 6 - BRONX,BRONX
"21,275","""PAX""",ANONYMOUS,,MOSAIC,01/01/1901 12:00:00 AM,,X004,P.S. 4 - BRONX,BRONX
"21,276","""PASTORAL SCENE""",BASING,CHARLES,OIL ON CANVAS,01/01/1925 12:00:00 AM,,X004,P.S. 4 - BRONX,BRONX
"21,277",INTERGALACTIC JOURNEY,POLE,CLENDON,ACRYLIC ON PANEL,01/01/1978 12:00:00 AM,,X004,P.S. 4 - BRONX,BRONX
"21,278","""HENRY HUDSON"", ""THE VIKINGS"",""CHRISTOPHER COLUMBUS"".",ANONYMOUS,,OIL ON CANVAS,01/01/1919 12:00:00 AM,,Q093,I.S. 93 - QUEENS,QUEENS
"50,007",THEODORE ROOSEVELT HS BD OF EDU,ANONYMOUS,,BRONZE,01/01/1927 12:00:00 AM,,X435,THEODORE ROOSEVELT HS - X,BRONX
"21,280",EVOLUTION OF THE BOOK,GOODMAN,BERTRAM,OIL ON CANVAS,01/01/1936 12:00:00 AM,,X435,THEODORE ROOSEVELT HS - X,BRONX
"21,281",SPORTS,BEVILACQUA,FRANCIS,MARBLE,01/01/1973 12:00:00 AM,,K291,I.S. 291 - BROOKLYN,BROOKLYN
"21,282","""DECORATIVE STAINED GLASS""",KELLER,DEANE,STAINED GLASS,01/01/1923 12:00:00 AM,,K480,BUSHWICK HS - K,BROOKLYN
"21,283","MUSIC, SCIENCE AND PHYSICAL CULTURE",CRIMI,ALFRED,"MOSAIC, CERAMIC",01/01/1964 12:00:00 AM,,X110,P.S. 110 - BRONX,BRONX
"21,283","MUSIC, SCIENCE AND PHYSICAL CULTURE",CRIMI,ALFRED,"MOSAIC, GLASS",01/01/1964 12:00:00 AM,,X110,P.S. 110 - BRONX,BRONX
"21,284",COLORFUL FIGURES OF AMERICAN HISTORY,REFREGIER,ANTON,CERAMIC TILE,01/01/1958 12:00:00 AM,,X146,P.S. 146 - BRONX,BRONX
"21,286","""ABSTRACTION""",KIHL,HAROLD,CERAMIC,01/01/1967 12:00:00 AM,,X148,I.S. 219 (OLD 148) - BRONX,BRONX
"21,287","""EARLY AMERICAN EXPLORATION""",KIHL,HAROLD,CERAMIC,01/01/1966 12:00:00 AM,,X148,I.S. 219 (OLD 148) - BRONX,BRONX
"21,288","""ASTRONAUTS""",KIHL,HAROLD,"MOSAIC, CERAMIC",01/01/1967 12:00:00 AM,,X148,I.S. 219 (OLD 148) - BRONX,BRONX
"21,289","""AMERICAN HISTORY: PRESIDENTS""",KIHL,HAROLD,CERAMIC,01/01/1966 12:00:00 AM,,X148,I.S. 219 (OLD 148) - BRONX,BRONX
"21,290","""ABSTRACTION""",CASTANO,JORGE,"MOSAIC, GLASS",01/01/1972 12:00:00 AM,,X156,P.S. 156 - BRONX,BRONX
"21,292",THE ELEMENTS OF NATURE,AUCELLO,SALVATORE,CERAMIC TILE,01/01/1960 12:00:00 AM,,X150,P.S. 150 - BRONX,BRONX
"21,293",UNTITLED,BEARDEN,ROMARE,"MOSAIC, GLASS",01/01/1974 12:00:00 AM,,X084,P.S. 811 (OLD I84) - BRONX,BRONX
"21,294","""ATHLETICS""",WILSON,DAVID,EXTERIOR PAINT,01/01/1978 12:00:00 AM,,Q490,CAMPUS MAGNET HS (JACKSON) - Q,QUEENS
"21,294","""ATHLETICS""",WILSON,DAVID,CONCRETE,01/01/1978 12:00:00 AM,,Q490,CAMPUS MAGNET HS (JACKSON) - Q,QUEENS
"21,295",VEHICLE OF PROGRESS OF EDUCATION,FREUND,TIBOR,MOSAIC,01/01/1970 12:00:00 AM,,X162,I.S. 162 - BRONX,BRONX
"21,296","""ELEMENTS OF EDUCATION""",POLONY,ELEMER,"MOSAIC, CERAMIC",01/01/1970 12:00:00 AM,"64"" X 123' - 1/2""",X162,I.S. 162 - BRONX,BRONX
"21,297",UNTITLED,ANONYMOUS,,"MOSAIC, CERAMIC",01/01/1992 12:00:00 AM,,M020,P.S. 20 - MANHATTAN,MANHATTAN
"21,298","""SCIENCE"" AND ""ART""",LELLA,CARL,OIL ON CANVAS,01/01/1929 12:00:00 AM,,K480,BUSHWICK HS - K,BROOKLYN
"21,300",UNTITLED,ANONYMOUS,,STAINED GLASS,01/01/1897 12:00:00 AM,,X025,P.S. 25 - BRONX,BRONX
"21,301",UNTITLED,ANONYMOUS,,STAINED GLASS,,,X031,P.S. 31 - BRONX,BRONX
"21,302",UNTITLED,WIENER,SAMUEL,TERRA COTTA,01/01/1958 12:00:00 AM,,X142,I.S. 142 - BRONX,BRONX
"21,303",SCIENCE AND THE HUMANITIES,SHAHN,BEN,MOSAIC,01/01/1957 12:00:00 AM,,K620,WILLIAM E. GRADY VOC HS - K,BROOKLYN
"21,305","ARTS & ARCHITECTURE, CHEMISTRY, ASTRONOMY",POLONY,ELEMER,"MOSAIC, CERAMIC",01/01/1967 12:00:00 AM,,X040,P.S. 220 - BRONX,BRONX
"21,307",HENRY HUDSON,BOGDANOVE,ABRAHAM,OIL ON CANVAS,01/01/1930 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,308","""CHILDREN PLAYING VARIOUS GAMES IN FIELD""",WOOLF,EDITH,OIL ON CANVAS,01/01/1923 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,309","""MUSIC, DANCING, RHYTHM""",FERRYMAN,REVESZ,TO BE DETERMINED,01/01/1926 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,311",FOUR SEASONS,HAMILTON,ROBERT,OIL ON CANVAS,01/01/1923 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,312","""THE CHANGES OF FASHIONS FROM PREHISTORIC TIMES TO DATE""",RICE,WILLIAM,TO BE DETERMINED,01/01/1925 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,313","""JONAS BRONCK PURCHASING LAND FROM INDIANS""",RICE,WILLIAM,TO BE DETERMINED,01/01/1922 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,314","""MOTHER GOOSE""",RICE,WILLIAM,TO BE DETERMINED,01/01/1923 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,317","SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)",SPIVAK,MAX,"MOSAIC, GLASS",01/01/1967 12:00:00 AM,,X155,P.S. 754 (OLD IS155) - BRONX,BRONX
"21,318",TWELVE MONTHS,FRUX,GREGORY,TERRA COTTA,01/01/1991 12:00:00 AM,,Q062,P.S. 62 - QUEENS,QUEENS
"21,319",DAY & NIGHT,FRUX,GREGORY,TERRA COTTA,01/01/1990 12:00:00 AM,,Q062,P.S. 62 - QUEENS,QUEENS
"21,321",THE IDEAL SCHOOL,NELSON,GEORGE,OIL ON CANVAS,01/01/1927 12:00:00 AM,,X055,P.S. 55 - BRONX,BRONX
"21,322",EDUCATION INSPIRES YOUTH TO SERVICE AND LOYALTY,NELSON,GEORGE,OIL ON CANVAS,01/01/1925 12:00:00 AM,,X055,P.S. 55 - BRONX,BRONX
"21,323",JESSE FRANCES SMITH FORD MEMORIAL WINDOW,D'ASCENZO STUDIOS,,"STAINED GLASS, OPALESCENT",01/01/1917 12:00:00 AM,,M088,I.S. 88 - MANHATTAN,MANHATTAN
"21,324",LYDIA F. WADLEIGH AND SUSAN K. BOURNE MEMORIAL,LEDERLE STUDIO,,"STAINED GLASS, OPALESCENT",01/01/1909 12:00:00 AM,,M088,I.S. 88 - MANHATTAN,MANHATTAN
"21,325",GOETHE AND VICTOR HUGO WINDOWS,GORHAM COMPANY,,"STAINED GLASS, OPALESCENT",08/01/1907 12:00:00 AM,,M088,I.S. 88 - MANHATTAN,MANHATTAN
"21,326",UNTITLED,ANONYMOUS,,"MOSAIC, CERAMIC",,,M137,P.S. 137 - MANHATTAN,MANHATTAN
"21,326",UNTITLED,ANONYMOUS,,"MOSAIC, STONE",,,M137,P.S. 137 - MANHATTAN,MANHATTAN
"21,327",RUNAWAY RAINBOW,HOLUP,WOPO,CONCRETE,01/01/1992 12:00:00 AM,,Q092,P.S. 92 - QUEENS,QUEENS
"21,327",RUNAWAY RAINBOW,HOLUP,WOPO,CERAMIC TILE,01/01/1992 12:00:00 AM,,Q092,P.S. 92 - QUEENS,QUEENS
"21,328",WHO ELSE SHARES OUR WORLD,GRAJALES,ELIZABETH,CERAMIC,,,Q092,P.S. 92 - QUEENS,QUEENS
"21,330",UNTITLED,ANONYMOUS,,STAINED GLASS,,,K113,I.S. 113 - BROOKLYN,BROOKLYN
"21,331",POWER,MOSE,ERIC,FRESCO SECCO,01/01/1936 12:00:00 AM,,X655,SAMUEL GOMPERS VOC HS - X,BRONX
"21,333","""CHILDREN PLAYING AT GYM""",HAUPT,THEODORE,OIL ON CANVAS,01/01/1940 12:00:00 AM,"105 11/16"" X 112 1/8""",X117,I.S. 117 - BRONX,BRONX
"21,334",FEATHER EXPLOSION,TUFINO,NITZA,CERAMIC,01/01/1993 12:00:00 AM,,K012,P.S. 12 - BROOKLYN,BROOKLYN
"21,335",UNTITLED,ANONYMOUS,,STAINED GLASS,01/01/1915 12:00:00 AM,,Q460,FLUSHING HS - Q,QUEENS
"21,338",DREAMS AND DESIGNS: LIFE FORMS IN FOCUS,COCCHIARELLI,MARIA,CERAMIC,,,X817,P.S. 811 ANNEX - BRONX,BRONX
"21,339",UNTITLED,ANONYMOUS,,STAINED GLASS,04/01/1903 12:00:00 AM,,Q084,P.S. 84 - QUEENS,QUEENS
"21,340",GOV. MORRIS ADDRESSING THE CONVENTION FOR..,DEMING,EDWIN,OIL ON CANVAS,01/01/1907 12:00:00 AM,,X400,MORRIS HS - X,BRONX
"21,343",REACH FOR A STAR,WILLIAMS,MICHAEL,"MOSAIC, STONE",01/01/1995 12:00:00 AM,,Q082,P.S. 82 - QUEENS,QUEENS
"21,343",REACH FOR A STAR,WILLIAMS,MICHAEL,"MOSAIC, GLASS",01/01/1995 12:00:00 AM,,Q082,P.S. 82 - QUEENS,QUEENS
"21,345",ONE WORLD,GROSSMAN,WENDY,ACRYLIC ON CANVAS,,,Q131,P.S. 131 - QUEENS,QUEENS
"21,346",CALENDAR,JUAREZ,ROBERTO,TERRAZZO,01/01/1995 12:00:00 AM,,K002,I.S. 2 - BROOKLYN,BROOKLYN
"21,346",CALENDAR,JUAREZ,ROBERTO,ACRYLIC ON HEXTAL,01/01/1995 12:00:00 AM,,K002,I.S. 2 - BROOKLYN,BROOKLYN
"21,347",MISS LIBERTY FACE,WONG,MARTIN,ACRYLIC ON PLYWOOD,01/01/1994 12:00:00 AM,,M090,I.S. 90 - MANHATTAN,MANHATTAN
"21,347",MISS LIBERTY FACE,WONG,MARTIN,PLYWOOD,01/01/1994 12:00:00 AM,,M090,I.S. 90 - MANHATTAN,MANHATTAN
"21,348","EARTH, MASKS, FIRE",MAYO,STEVE,CERAMIC,,,K246,I.S. 246 - BROOKLYN,BROOKLYN
"21,351",ECOTONES,ANDORS,RHODA,FRESCO,01/01/1995 12:00:00 AM,,K195,P.S. 195 - BROOKLYN,BROOKLYN
"21,353",STORIES IN CLAY,GRAJALES,ELIZABETH,CERAMIC,01/01/1995 12:00:00 AM,,K314,P.S. 314 - BROOKLYN,BROOKLYN
"21,354",ANIMAL COUNT,DEMONTE,CLAUDIA,CERAMIC,01/01/1994 12:00:00 AM,,Q051,P.S. 51 (ECC) - QUEENS,QUEENS
"21,355",OUR COMMUNITY THEN AND NOW,BAILIS,BETH,ACRYLIC ON MASONITE,01/01/1994 12:00:00 AM,,Q050,P.S. 50 - QUEENS,QUEENS
"21,356","YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE",LAWLESS,KATE,CERAMIC TILE,01/01/1994 12:00:00 AM,,Q050,P.S. 50 - QUEENS,QUEENS
"21,358",LIBRARY,BILLOPS,CAMILLE,CERAMIC,,"47"" X 73""",M004,P.S. 4 - MANHATTAN,MANHATTAN
"21,359",THE FADED REMEMBRANCE OF COLOR,DE ANDINO,AUGUSTIN,CERAMIC,01/01/1995 12:00:00 AM,,K376,P.S. 376A - BROOKLYN,BROOKLYN
"21,360",PATHS AND STARS,BURSZTYN,DINA,CERAMIC,,,K376,P.S. 376A - BROOKLYN,BROOKLYN
"21,361",IMAGES OF WASHINGTON HEIGHTS 1993-1995,DELANO,PABLO,SILVER GELATIN PRINT,,,M004,P.S. 4 - MANHATTAN,MANHATTAN
"21,362",WATER,LADDA,JUSTEN,"MOSAIC, CERAMIC",01/01/1995 12:00:00 AM,,X072,P.S. 72 - BRONX,BRONX
"21,363",ONE LINE,LEE,BING,ALUMINUM,,,Q515,TOWNSEND HARRIS HS - Q,QUEENS
"21,363",ONE LINE,LEE,BING,CERAMIC,,,Q515,TOWNSEND HARRIS HS - Q,QUEENS
"21,364",WHAT A WONDERFUL WORLD,GRAJALES,ELIZABETH,CERAMIC TILE,01/01/1995 12:00:00 AM,,Q014,P.S. 14 - QUEENS,QUEENS
"21,364",WHAT A WONDERFUL WORLD,GRAJALES,ELIZABETH,TERRA COTTA,01/01/1995 12:00:00 AM,,Q014,P.S. 14 - QUEENS,QUEENS
"21,661",FOUR SEASONS,GALGIANI,PHILLIP,CERAMIC TILE,01/01/1999 12:00:00 AM,,Q721,P.S. 16 (OLD Q721 SPED) - QUEENS,QUEENS
"21,661",FOUR SEASONS,GALGIANI,PHILLIP,ALUMINUM,01/01/1999 12:00:00 AM,,Q721,P.S. 16 (OLD Q721 SPED) - QUEENS,QUEENS
"21,365",GREEK ART,POGANY,WILLIAM,OIL ON CANVAS,01/01/1925 12:00:00 AM,,X043,P.S. 43 - BRONX,BRONX
"21,366",COMMON GROUND,SCHONZEIT,BEN,ACRYLIC ON CANVAS,01/01/1996 12:00:00 AM,,K205,P.S. 205 - BROOKLYN,BROOKLYN
